Title,Location,Company
"Technical Product Owner, Artificial Intelligence","Vancouver, BC",Finn.ai
Post doc in signal processing and machine learning,"Sherbrooke, QC",Universite de Sherbrooke
Machine Learning Engineer,"Edmonton, AB",Granify
Data Analyst (Paid Search),"Toronto, ON",Saatchi & Saatchi
Principal AI Architect,"Toronto, ON",Birdseye
Machine Learning Team Lead,"Calgary, AB",AltaML Inc./Janalta Interactive Inc.
"Development Manager, Reporting and Analytics","Markham, ON",Ceridian
Senior Financial and Data Analyst,"Mississauga, ON",OnPharm-United
Data Analyst,"Toronto, ON",Postmedia Network Inc.
Head of Data Analytics,"Toronto, ON",VersaPay
Machine Learning Engineer,"Victoria, BC",Niricson Software Inc.
Data Scientist,"Ottawa, ON",Larus Technologies
"Sr. Data Scientist, Machine Learning","Collingwood, ON",Deke Digital
Digital Data Analyst,"Ottawa, ON",LeapUX inc.
"Software Engineer, Machine Learning Graphic Compiler [Canada...","Toronto, ON",Tenstorrent
Data Analyst (Paid Search),"Toronto, ON",Saatchi & Saatchi
"Development Manager, Reporting and Analytics","Markham, ON",Ceridian
Machine Learning Engineer,"Edmonton, AB",Granify
Post doc in signal processing and machine learning,"Sherbrooke, QC",Universite de Sherbrooke
Principal AI Architect,"Toronto, ON",Birdseye
Senior Financial and Data Analyst,"Mississauga, ON",OnPharm-United
Machine Learning Team Lead,"Calgary, AB",AltaML Inc./Janalta Interactive Inc.
"Technical Product Owner, Artificial Intelligence","Vancouver, BC",Finn.ai
Data Analyst,"Hamilton, ON",Hifyre
Head of Data Analytics,"Toronto, ON",VersaPay
"Sr. Data Scientist, Machine Learning","Collingwood, ON",Deke Digital
"Software Engineer, Machine Learning Graphic Compiler [Canada...","Toronto, ON",Tenstorrent
Data Analyst,"Toronto, ON",Postmedia Network Inc.
"Specialist, Web Analytics","Montréal, QC",SSENSE
Digital Data Analyst,"Ottawa, ON",LeapUX inc.
Machine Learning Engineer,"Edmonton, AB",Granify
Post doc in signal processing and machine learning,"Sherbrooke, QC",Universite de Sherbrooke
"Development Manager, Reporting and Analytics","Markham, ON",Ceridian
Data Analyst (Paid Search),"Toronto, ON",Saatchi & Saatchi
Principal AI Architect,"Toronto, ON",Birdseye
Senior Financial and Data Analyst,"Mississauga, ON",OnPharm-United
Machine Learning Team Lead,"Calgary, AB",AltaML Inc./Janalta Interactive Inc.
"Technical Product Owner, Artificial Intelligence","Vancouver, BC",Finn.ai
Data Science Machine Learning PAID STUDENT INTERNSHIP,"Toronto, ON",Qode Social Media Marketing
"Sr. Data Scientist, Machine Learning","Collingwood, ON",Deke Digital
Data Scientist,"Ottawa, ON",Larus Technologies
Data Analyst,"Toronto, ON",Postmedia Network Inc.
"Specialist, Web Analytics","Montréal, QC",SSENSE
"Software Engineer, Machine Learning Graphic Compiler [Canada...","Toronto, ON",Tenstorrent
Digital Data Analyst,"Ottawa, ON",LeapUX inc.
"Technical Product Owner, Artificial Intelligence","Vancouver, BC",Finn.ai
"Development Manager, Reporting and Analytics","Markham, ON",Ceridian
Machine Learning Engineer,"Edmonton, AB",Granify
Post doc in signal processing and machine learning,"Sherbrooke, QC",Universite de Sherbrooke
Principal AI Architect,"Toronto, ON",Birdseye
Data Analyst (Paid Search),"Toronto, ON",Saatchi & Saatchi
Senior Financial and Data Analyst,"Mississauga, ON",OnPharm-United
Machine Learning Team Lead,"Calgary, AB",AltaML Inc./Janalta Interactive Inc.
Machine Learning Engineer,"Victoria, BC",Niricson Software Inc.
Lead Machine Learning Engineer,"Toronto, ON",Patriot One Technologies
"Sr. Data Scientist, Machine Learning","Collingwood, ON",Deke Digital
Digital Data Analyst,"Ottawa, ON",LeapUX inc.
Data Scientist,"Ottawa, ON",Larus Technologies
"Software Engineer, Machine Learning Graphic Compiler [Canada...","Toronto, ON",Tenstorrent
"Specialist, Web Analytics","Montréal, QC",SSENSE
"Technical Product Owner, Artificial Intelligence","Vancouver, BC",Finn.ai
Data Analyst (Paid Search),"Toronto, ON",Saatchi & Saatchi
Post doc in signal processing and machine learning,"Sherbrooke, QC",Universite de Sherbrooke
"Development Manager, Reporting and Analytics","Markham, ON",Ceridian
Machine Learning Engineer,"Edmonton, AB",Granify
Senior Financial and Data Analyst,"Mississauga, ON",OnPharm-United
Principal AI Architect,"Toronto, ON",Birdseye
Machine Learning Team Lead,"Calgary, AB",AltaML Inc./Janalta Interactive Inc.
Data Science Machine Learning PAID STUDENT INTERNSHIP,"Toronto, ON",Qode Social Media Marketing
Machine Learning Engineer,"Victoria, BC",Niricson Software Inc.
Bioinformatics Data Scientist,"Montréal, QC",Galenvs Sciences Inc.
"Sr. Data Scientist, Machine Learning","Collingwood, ON",Deke Digital
Data Scientist,"Ottawa, ON",Larus Technologies
"Specialist, Web Analytics","Montréal, QC",SSENSE
"Software Engineer, Machine Learning Graphic Compiler [Canada...","Toronto, ON",Tenstorrent
"Technical Product Owner, Artificial Intelligence","Vancouver, BC",Finn.ai
Post doc in signal processing and machine learning,"Sherbrooke, QC",Universite de Sherbrooke
"Development Manager, Reporting and Analytics","Markham, ON",Ceridian
Data Analyst (Paid Search),"Toronto, ON",Saatchi & Saatchi
Machine Learning Engineer,"Edmonton, AB",Granify
Machine Learning Team Lead,"Calgary, AB",AltaML Inc./Janalta Interactive Inc.
Senior Financial and Data Analyst,"Mississauga, ON",OnPharm-United
Principal AI Architect,"Toronto, ON",Birdseye
Data Analyst,"Hamilton, ON",Hifyre
Data Analyst,"Toronto, ON",Postmedia Network Inc.
"Software Engineer, Machine Learning Graphic Compiler [Canada...","Toronto, ON",Tenstorrent
Data Scientist,"Ottawa, ON",Larus Technologies
"Sr. Data Scientist, Machine Learning","Collingwood, ON",Deke Digital
Head of Data Analytics,"Toronto, ON",VersaPay
"Specialist, Web Analytics","Montréal, QC",SSENSE
Post doc in signal processing and machine learning,"Sherbrooke, QC",Universite de Sherbrooke
Data Analyst (Paid Search),"Toronto, ON",Saatchi & Saatchi
Machine Learning Engineer,"Edmonton, AB",Granify
Machine Learning Team Lead,"Calgary, AB",AltaML Inc./Janalta Interactive Inc.
Principal AI Architect,"Toronto, ON",Birdseye
"Development Manager, Reporting and Analytics","Markham, ON",Ceridian
"Technical Product Owner, Artificial Intelligence","Vancouver, BC",Finn.ai
Senior Financial and Data Analyst,"Mississauga, ON",OnPharm-United
"Software Engineer, Machine Learning Graphic Compiler [Canada...","Toronto, ON",Tenstorrent
Data Analyst,"Hamilton, ON",Hifyre
Digital Data Analyst,"Ottawa, ON",LeapUX inc.
Data Analyst,"Toronto, ON",Postmedia Network Inc.
Data Scientist,"Ottawa, ON",Larus Technologies
"Sr. Data Scientist, Machine Learning","Collingwood, ON",Deke Digital
"Specialist, Web Analytics","Montréal, QC",SSENSE
Post doc in signal processing and machine learning,"Sherbrooke, QC",Universite de Sherbrooke
Data Analyst (Paid Search),"Toronto, ON",Saatchi & Saatchi
Machine Learning Engineer,"Edmonton, AB",Granify
Machine Learning Team Lead,"Calgary, AB",AltaML Inc./Janalta Interactive Inc.
Principal AI Architect,"Toronto, ON",Birdseye
"Development Manager, Reporting and Analytics","Markham, ON",Ceridian
"Technical Product Owner, Artificial Intelligence","Vancouver, BC",Finn.ai
Senior Financial and Data Analyst,"Mississauga, ON",OnPharm-United
"Software Engineer, Machine Learning Graphic Compiler [Canada...","Toronto, ON",Tenstorrent
Machine Learning Engineer,"Montréal, QC",Boast.AI
Data Analyst,"Hamilton, ON",Hifyre
Data Scientist,"Ottawa, ON",Larus Technologies
Data Analyst,"Toronto, ON",Postmedia Network Inc.
"Sr. Data Scientist, Machine Learning","Collingwood, ON",Deke Digital
"Specialist, Web Analytics","Montréal, QC",SSENSE
